delta time, euler x , euler y , euler z
Min x, Max x, Min y, Max y, Min z, Max z
0.01999999,0,0,0


0.03999998,-0.53,-0.19,33.78


0.2171171,-0.53,-0.19,33.95


0.3285392,-0.53,-0.19,34.06


0.367309,-0.53,-0.19,34.09


0.4284056,-0.53,-0.19,34.14


0.4793273,-0.53,-0.19,34.2


0.5264001,-0.53,-0.19,34.23


0.570423,-0.54,-0.19,34.42


0.6107578,-0.53,-0.19,34.66


0.6635147,-0.5,-0.09,36.34


0.7065201,-0.48,0,36.94


0.7490323,-0.45,0.04,37.41


0.7939514,-0.48,0.06,36.85


0.8405057,-0.46,-0.01,33.64


0.8822606,-0.47,-0.05,32.44


0.9256526,-0.51,-0.16,30.18


0.9722087,-0.53,-0.28,27.83


1.014493,-0.52,-0.28,27.59


1.06153,-0.48,-0.29,28.03


1.111423,-0.47,-0.29,28.09


1.156606,-0.47,-0.29,28.12


1.198374,-0.47,-0.29,28.16


1.242587,-0.47,-0.29,28.2


1.352263,-0.48,-0.28,28.62


1.446512,-0.48,-0.29,28.21


1.495453,-0.54,-0.31,28.06


1.541478,-0.57,-0.21,29.95


1.590417,-0.58,-0.04,34.62


1.636261,-0.58,-0.03,35.13


1.681994,-0.53,-0.19,32.84


1.732676,-0.31,-0.55,28.61


1.776577,-0.39,-0.79,24.88


1.821169,-0.39,-0.59,24.87


1.863198,-0.55,0,34.54


1.909945,-0.6,0.12,41.13


1.958642,-0.67,0.24,50.17


2.000933,-0.72,0.24,52.35


2.049817,-0.65,0.19,50.96


2.102622,-0.52,-0.31,38.02


2.149595,-0.45,-1.02,31.09


2.194383,-0.5,-1.78,24.67


2.293005,-0.01,-2.3,24.94


2.389481,0.43,-5.39,27.18


2.428576,0.66,-4.62,30.3


2.462607,0.38,-2.8,31.3


2.493105,0.46,-1.78,31.84


2.524303,1.67,-0.61,33.27


2.557272,4.07,-1.19,34.56


2.58992,7.88,-3.49,33.15


2.622756,9.34,-5.08,31.94


2.656773,15.05,-2.2,32.24


2.689683,16.58,-0.87,32.87


2.726384,18.92,-0.11,34.23


2.759014,17.77,-2.05,33.97


2.795333,13.47,-5.39,32.82


2.826015,10.48,-7.43,32.32


2.858371,4.04,-11.03,31.98


2.890212,-0.69,-12.81,32.19


2.923014,-2.02,-12.42,32.42


2.958854,-1.2,-11.2,32.43


2.992661,-0.46,-10.36,32.57


3.024056,1.94,-8.58,33.16


